technology,scenario,year,locs,unit,flow_out_25
open_field_pv,climate_neutrality,2050,CZE,twh,0.00013077295530178096
open_field_pv,climate_neutrality,2050,DEU,twh,0.02369170480094454
open_field_pv,climate_neutrality,2050,DNK,twh,1.7870394325127102e-06
open_field_pv,climate_neutrality,2050,ESP,twh,0.037108326884691276
open_field_pv,climate_neutrality,2050,EST,twh,7.187667710544247e-07
open_field_pv,climate_neutrality,2050,FIN,twh,3.5181560352937195e-07
open_field_pv,climate_neutrality,2050,FRA,twh,0.025567694064306673
open_field_pv,climate_neutrality,2050,GBR,twh,0.00968235130035373
open_field_pv,climate_neutrality,2050,GRC,twh,0.010079279670296896
open_field_pv,climate_neutrality,2050,HRV,twh,0.0036565290719114854
open_field_pv,climate_neutrality,2050,HUN,twh,1.8869054967732197e-06
open_field_pv,climate_neutrality,2050,IRL,twh,1.7249210465893563e-06
open_field_pv,climate_neutrality,2050,ITA,twh,0.05829207350838543
open_field_pv,climate_neutrality,2050,LTU,twh,1.2305491094806299e-06
open_field_pv,climate_neutrality,2050,LUX,twh,2.9273520248493256e-06
open_field_pv,climate_neutrality,2050,LVA,twh,8.631438437641297e-07
open_field_pv,climate_neutrality,2050,NLD,twh,3.267663981445668e-06
open_field_pv,climate_neutrality,2050,POL,twh,0.00045084280900765857
open_field_pv,climate_neutrality,2050,PRT,twh,0.012855239279578379
open_field_pv,climate_neutrality,2050,ROU,twh,4.494615630903548e-06
open_field_pv,climate_neutrality,2050,SVK,twh,6.080919958981367e-05
open_field_pv,climate_neutrality,2050,SVN,twh,2.2412793727657205e-06
open_field_pv,climate_neutrality,2050,SWE,twh,2.0922795830334028e-06
roof_mounted_pv,climate_neutrality,2050,AUT,twh,4.2350306307804217e-07
roof_mounted_pv,climate_neutrality,2050,BEL,twh,1.4560260291528294e-07
roof_mounted_pv,climate_neutrality,2050,BGR,twh,1.7061284050717664e-07
roof_mounted_pv,climate_neutrality,2050,CYP,twh,3.4311539128135563e-07
roof_mounted_pv,climate_neutrality,2050,CZE,twh,2.5905148455878744e-07
roof_mounted_pv,climate_neutrality,2050,DEU,twh,7.163133560410519e-07
roof_mounted_pv,climate_neutrality,2050,DNK,twh,1.8614874124293892e-07
roof_mounted_pv,climate_neutrality,2050,ESP,twh,1.8882705867749547e-06
roof_mounted_pv,climate_neutrality,2050,EST,twh,6.677571725493813e-08
roof_mounted_pv,climate_neutrality,2050,FIN,twh,6.764456036769569e-08
roof_mounted_pv,climate_neutrality,2050,FRA,twh,2.106444186470253e-06
roof_mounted_pv,climate_neutrality,2050,GBR,twh,6.299631509765659e-07
roof_mounted_pv,climate_neutrality,2050,GRC,twh,5.241037488754695e-07
roof_mounted_pv,climate_neutrality,2050,HRV,twh,7.627608016477897e-08
roof_mounted_pv,climate_neutrality,2050,HUN,twh,1.350014162115336e-07
roof_mounted_pv,climate_neutrality,2050,IRL,twh,1.1360302359345011e-07
roof_mounted_pv,climate_neutrality,2050,ITA,twh,1.4493740131190222e-06
roof_mounted_pv,climate_neutrality,2050,LTU,twh,8.555194490221563e-08
roof_mounted_pv,climate_neutrality,2050,LUX,twh,1.1006908608139018e-07
roof_mounted_pv,climate_neutrality,2050,LVA,twh,7.232625620284023e-08
roof_mounted_pv,climate_neutrality,2050,NLD,twh,1.2879974635518404e-07
roof_mounted_pv,climate_neutrality,2050,POL,twh,5.240187279936445e-07
roof_mounted_pv,climate_neutrality,2050,PRT,twh,4.5769456927309546e-07
roof_mounted_pv,climate_neutrality,2050,ROU,twh,4.294803357586107e-07
roof_mounted_pv,climate_neutrality,2050,SVK,twh,1.5626284100118564e-07
roof_mounted_pv,climate_neutrality,2050,SVN,twh,1.7057034513497333e-07
roof_mounted_pv,climate_neutrality,2050,SWE,twh,1.7492789900017726e-07
wind_onshore,climate_neutrality,2050,AUT,twh,0.026078613136625742
wind_onshore,climate_neutrality,2050,BEL,twh,0.006740723733963412
wind_onshore,climate_neutrality,2050,BGR,twh,2.8115845524547214e-06
wind_onshore,climate_neutrality,2050,CYP,twh,0.0007894062374300861
wind_onshore,climate_neutrality,2050,CZE,twh,9.734880442164792e-05
wind_onshore,climate_neutrality,2050,DEU,twh,0.06927353593565602
wind_onshore,climate_neutrality,2050,DNK,twh,0.07637126795700956
wind_onshore,climate_neutrality,2050,ESP,twh,0.029919149359882737
wind_onshore,climate_neutrality,2050,EST,twh,0.01841433276549279
wind_onshore,climate_neutrality,2050,FIN,twh,0.018002935660830284
wind_onshore,climate_neutrality,2050,FRA,twh,0.08113678145753973
wind_onshore,climate_neutrality,2050,GBR,twh,0.3526348767693969
wind_onshore,climate_neutrality,2050,GRC,twh,1.764696740421249e-05
wind_onshore,climate_neutrality,2050,HRV,twh,9.977453260768134e-06
wind_onshore,climate_neutrality,2050,HUN,twh,0.025909138550137774
wind_onshore,climate_neutrality,2050,IRL,twh,0.0837912153780104
wind_onshore,climate_neutrality,2050,ITA,twh,0.024693347515905364
wind_onshore,climate_neutrality,2050,LTU,twh,1.385616346184441e-05
wind_onshore,climate_neutrality,2050,LUX,twh,0.0014623340939201378
wind_onshore,climate_neutrality,2050,LVA,twh,7.221847215741119e-06
wind_onshore,climate_neutrality,2050,NLD,twh,0.02855131309855754
wind_onshore,climate_neutrality,2050,POL,twh,0.04790757430122031
wind_onshore,climate_neutrality,2050,PRT,twh,0.10397132179769747
wind_onshore,climate_neutrality,2050,ROU,twh,0.06102488265009686
wind_onshore,climate_neutrality,2050,SVK,twh,2.24073251629877e-05
wind_onshore,climate_neutrality,2050,SVN,twh,1.006704821117442e-06
wind_onshore,climate_neutrality,2050,SWE,twh,0.02995736759027087
wind_offshore,climate_neutrality,2050,BEL,twh,8.727543354413592e-07
wind_offshore,climate_neutrality,2050,BGR,twh,3.883255154746226e-07
wind_offshore,climate_neutrality,2050,CYP,twh,1.127775563205847e-07
wind_offshore,climate_neutrality,2050,DEU,twh,4.818514928938707e-06
wind_offshore,climate_neutrality,2050,DNK,twh,2.397411522832498e-06
wind_offshore,climate_neutrality,2050,ESP,twh,5.951533184208591e-06
wind_offshore,climate_neutrality,2050,EST,twh,5.299794964846542e-07
wind_offshore,climate_neutrality,2050,FIN,twh,1.20438941811477e-06
wind_offshore,climate_neutrality,2050,FRA,twh,1.489491381499596e-05
wind_offshore,climate_neutrality,2050,GBR,twh,4.1224792882659136e-05
wind_offshore,climate_neutrality,2050,GRC,twh,1.6137835055948144e-06
wind_offshore,climate_neutrality,2050,HRV,twh,1.727646064548326e-07
wind_offshore,climate_neutrality,2050,IRL,twh,2.9054104329664027e-06
wind_offshore,climate_neutrality,2050,ITA,twh,3.1235550195134867e-06
wind_offshore,climate_neutrality,2050,LTU,twh,2.5526565092011113e-06
wind_offshore,climate_neutrality,2050,LVA,twh,9.785457918684703e-07
wind_offshore,climate_neutrality,2050,NLD,twh,5.337664012606436e-06
wind_offshore,climate_neutrality,2050,POL,twh,2.549629859934351e-06
wind_offshore,climate_neutrality,2050,PRT,twh,2.5187650026313587e-06
wind_offshore,climate_neutrality,2050,ROU,twh,3.9407519044814434e-07
wind_offshore,climate_neutrality,2050,SVN,twh,5.836033227539081e-08
wind_offshore,climate_neutrality,2050,SWE,twh,2.870058422581721e-06
hydro_reservoir,climate_neutrality,2050,AUT,twh,8.700622754118632e-06
hydro_reservoir,climate_neutrality,2050,BEL,twh,1.175632390987383e-06
hydro_reservoir,climate_neutrality,2050,BGR,twh,5.712054964211016e-07
hydro_reservoir,climate_neutrality,2050,CZE,twh,9.949767322571248e-07
hydro_reservoir,climate_neutrality,2050,DEU,twh,5.8632093826766984e-05
hydro_reservoir,climate_neutrality,2050,ESP,twh,1.6481479730977298e-05
hydro_reservoir,climate_neutrality,2050,FIN,twh,1.7331911380739335e-06
hydro_reservoir,climate_neutrality,2050,FRA,twh,8.51478597529675e-06
hydro_reservoir,climate_neutrality,2050,GBR,twh,1.9179701113924107e-06
hydro_reservoir,climate_neutrality,2050,GRC,twh,7.319106454295807e-07
hydro_reservoir,climate_neutrality,2050,HRV,twh,6.500971548321152e-07
hydro_reservoir,climate_neutrality,2050,HUN,twh,5.933028063659323e-07
hydro_reservoir,climate_neutrality,2050,IRL,twh,1.7042236845441298e-07
hydro_reservoir,climate_neutrality,2050,ITA,twh,4.042748554442287e-05
hydro_reservoir,climate_neutrality,2050,LTU,twh,6.914019956271709e-07
hydro_reservoir,climate_neutrality,2050,LVA,twh,5.175106192453149e-07
hydro_reservoir,climate_neutrality,2050,POL,twh,0.0001822602284193653
hydro_reservoir,climate_neutrality,2050,PRT,twh,3.3324884191833296e-06
hydro_reservoir,climate_neutrality,2050,ROU,twh,1.7553491557351777e-06
hydro_reservoir,climate_neutrality,2050,SVK,twh,6.418066610970718e-07
hydro_reservoir,climate_neutrality,2050,SVN,twh,6.124184749877831e-07
hydro_reservoir,climate_neutrality,2050,SWE,twh,3.246840336247546e-06
hydro_run_of_river,climate_neutrality,2050,AUT,twh,0.0017350002958058464
hydro_run_of_river,climate_neutrality,2050,BEL,twh,2.2831134032570374e-05
hydro_run_of_river,climate_neutrality,2050,BGR,twh,2.9952954939968083e-06
hydro_run_of_river,climate_neutrality,2050,CZE,twh,1.422720185094016e-05
hydro_run_of_river,climate_neutrality,2050,DEU,twh,0.0038231229206783287
hydro_run_of_river,climate_neutrality,2050,FIN,twh,0.0012869603897826883
hydro_run_of_river,climate_neutrality,2050,FRA,twh,0.002726380184343176
hydro_run_of_river,climate_neutrality,2050,GBR,twh,3.660536862540699e-06
hydro_run_of_river,climate_neutrality,2050,GRC,twh,9.10122999068568e-06
hydro_run_of_river,climate_neutrality,2050,HRV,twh,5.416656082702103e-05
hydro_run_of_river,climate_neutrality,2050,HUN,twh,1.0455462163402165e-05
hydro_run_of_river,climate_neutrality,2050,IRL,twh,4.044666911179541e-06
hydro_run_of_river,climate_neutrality,2050,ITA,twh,0.002854260523290713
hydro_run_of_river,climate_neutrality,2050,LVA,twh,0.0001206837709023179
hydro_run_of_river,climate_neutrality,2050,POL,twh,1.3137871220059645e-05
hydro_run_of_river,climate_neutrality,2050,PRT,twh,0.00038323991928929547
hydro_run_of_river,climate_neutrality,2050,ROU,twh,0.00031776099207617766
hydro_run_of_river,climate_neutrality,2050,SVK,twh,0.0002622457207671201
hydro_run_of_river,climate_neutrality,2050,SVN,twh,0.0003921239611863625
hydro_run_of_river,climate_neutrality,2050,SWE,twh,0.0014753477540732894
nuclear,climate_neutrality,2050,BGR,twh,8.716870470191159e-07
nuclear,climate_neutrality,2050,CZE,twh,0.01243518214300942
nuclear,climate_neutrality,2050,FIN,twh,9.117849430954055e-07
nuclear,climate_neutrality,2050,FRA,twh,0.023810326785601937
nuclear,climate_neutrality,2050,GBR,twh,0.011257979995168886
nuclear,climate_neutrality,2050,HUN,twh,0.00395523972568343
nuclear,climate_neutrality,2050,ROU,twh,0.0007541124889229901
nuclear,climate_neutrality,2050,SVK,twh,0.001856578831817047
battery,climate_neutrality,2050,AUT,twh,9.197912545381298e-06
battery,climate_neutrality,2050,BEL,twh,3.5889607957530327e-06
battery,climate_neutrality,2050,BGR,twh,3.999119152093116e-06
battery,climate_neutrality,2050,CYP,twh,3.2806068714168855e-06
battery,climate_neutrality,2050,CZE,twh,9.498609818819818e-06
battery,climate_neutrality,2050,DEU,twh,2.4122332657471705e-05
battery,climate_neutrality,2050,DNK,twh,5.29650383964593e-06
battery,climate_neutrality,2050,ESP,twh,7.120045053657843e-05
battery,climate_neutrality,2050,EST,twh,2.7173198694454654e-06
battery,climate_neutrality,2050,FIN,twh,5.195928473417173e-06
battery,climate_neutrality,2050,FRA,twh,6.374086635474597e-05
battery,climate_neutrality,2050,GBR,twh,2.57688944257078e-05
battery,climate_neutrality,2050,GRC,twh,6.828610617725617e-06
battery,climate_neutrality,2050,HRV,twh,3.3665324137923706e-06
battery,climate_neutrality,2050,HUN,twh,2.253883040659253e-06
battery,climate_neutrality,2050,IRL,twh,6.010816012946084e-06
battery,climate_neutrality,2050,ITA,twh,3.609824252415713e-05
battery,climate_neutrality,2050,LTU,twh,4.116164837272313e-06
battery,climate_neutrality,2050,LUX,twh,3.584605573224436e-06
battery,climate_neutrality,2050,LVA,twh,2.6161136320544648e-06
battery,climate_neutrality,2050,NLD,twh,2.1568357560093253e-06
battery,climate_neutrality,2050,POL,twh,1.968294837773515e-05
battery,climate_neutrality,2050,PRT,twh,1.0807231265233485e-05
battery,climate_neutrality,2050,ROU,twh,9.40729960394121e-06
battery,climate_neutrality,2050,SVK,twh,3.905949174974758e-06
battery,climate_neutrality,2050,SVN,twh,3.3739757743313684e-06
battery,climate_neutrality,2050,SWE,twh,1.5044696623479371e-05
heat_storage_big,climate_neutrality,2050,AUT,twh,0.03712239510511875
heat_storage_big,climate_neutrality,2050,BEL,twh,0.021008231434035574
heat_storage_big,climate_neutrality,2050,BGR,twh,0.009355743197784261
heat_storage_big,climate_neutrality,2050,CYP,twh,0.0036711701214533275
heat_storage_big,climate_neutrality,2050,CZE,twh,0.034783554077058826
heat_storage_big,climate_neutrality,2050,DEU,twh,0.16847863320442402
heat_storage_big,climate_neutrality,2050,DNK,twh,0.008044783183910966
heat_storage_big,climate_neutrality,2050,ESP,twh,0.027976062769992004
heat_storage_big,climate_neutrality,2050,EST,twh,0.002174608781228122
heat_storage_big,climate_neutrality,2050,FIN,twh,0.04534291909635983
heat_storage_big,climate_neutrality,2050,FRA,twh,0.0899922744626982
heat_storage_big,climate_neutrality,2050,GBR,twh,0.10098407950840582
heat_storage_big,climate_neutrality,2050,GRC,twh,0.021878261757998643
heat_storage_big,climate_neutrality,2050,HRV,twh,0.0012449047874161195
heat_storage_big,climate_neutrality,2050,HUN,twh,0.010012072735666296
heat_storage_big,climate_neutrality,2050,IRL,twh,0.012897611522478298
heat_storage_big,climate_neutrality,2050,ITA,twh,0.03808558248933966
heat_storage_big,climate_neutrality,2050,LTU,twh,0.009697463190004375
heat_storage_big,climate_neutrality,2050,LUX,twh,0.001748461087311658
heat_storage_big,climate_neutrality,2050,LVA,twh,0.0012037467121099198
heat_storage_big,climate_neutrality,2050,NLD,twh,0.03402819406522168
heat_storage_big,climate_neutrality,2050,POL,twh,0.16451264291391454
heat_storage_big,climate_neutrality,2050,PRT,twh,0.017862647985083413
heat_storage_big,climate_neutrality,2050,ROU,twh,0.04710439781345519
heat_storage_big,climate_neutrality,2050,SVK,twh,0.013171681116120932
heat_storage_big,climate_neutrality,2050,SVN,twh,0.0013390764434060092
heat_storage_big,climate_neutrality,2050,SWE,twh,0.0397386317342887
hydrogen_storage,climate_neutrality,2050,AUT,twh,1.3248466037649205e-06
hydrogen_storage,climate_neutrality,2050,BEL,twh,4.3780158670989805e-07
hydrogen_storage,climate_neutrality,2050,BGR,twh,4.4596169761262846e-07
hydrogen_storage,climate_neutrality,2050,CYP,twh,4.445949267925008e-07
hydrogen_storage,climate_neutrality,2050,CZE,twh,8.635493355976059e-07
hydrogen_storage,climate_neutrality,2050,DEU,twh,3.0463008901548563e-06
hydrogen_storage,climate_neutrality,2050,DNK,twh,8.871595802681142e-07
hydrogen_storage,climate_neutrality,2050,ESP,twh,4.915747874434701e-06
hydrogen_storage,climate_neutrality,2050,EST,twh,4.841732946787099e-07
hydrogen_storage,climate_neutrality,2050,FIN,twh,9.626286973859886e-07
hydrogen_storage,climate_neutrality,2050,FRA,twh,6.746934872564449e-06
hydrogen_storage,climate_neutrality,2050,GBR,twh,2.693306101521715e-06
hydrogen_storage,climate_neutrality,2050,GRC,twh,8.824661505002001e-07
hydrogen_storage,climate_neutrality,2050,HRV,twh,4.43218157423574e-07
hydrogen_storage,climate_neutrality,2050,HUN,twh,4.476264530840585e-07
hydrogen_storage,climate_neutrality,2050,IRL,twh,4.5788405665438564e-07
hydrogen_storage,climate_neutrality,2050,ITA,twh,2.6985713238050838e-06
hydrogen_storage,climate_neutrality,2050,LTU,twh,4.827114070668351e-07
hydrogen_storage,climate_neutrality,2050,LUX,twh,4.837920291420356e-07
hydrogen_storage,climate_neutrality,2050,LVA,twh,4.495944365330722e-07
hydrogen_storage,climate_neutrality,2050,NLD,twh,4.347511815106924e-07
hydrogen_storage,climate_neutrality,2050,POL,twh,2.2192764504677053e-06
hydrogen_storage,climate_neutrality,2050,PRT,twh,8.948609780278691e-07
hydrogen_storage,climate_neutrality,2050,ROU,twh,1.3462493408884638e-06
hydrogen_storage,climate_neutrality,2050,SVK,twh,4.421911875536165e-07
hydrogen_storage,climate_neutrality,2050,SVN,twh,4.975348398557391e-07
hydrogen_storage,climate_neutrality,2050,SWE,twh,1.8195061029197126e-06
eu_import,climate_neutrality,2050,AUT,twh,9.917680390667308e-06
eu_import,climate_neutrality,2050,BGR,twh,9.509255434428602e-06
eu_import,climate_neutrality,2050,DEU,twh,0.0023868020973352297
eu_import,climate_neutrality,2050,DNK,twh,5.8988102852418346e-05
eu_import,climate_neutrality,2050,FIN,twh,0.0005771889771734718
eu_import,climate_neutrality,2050,FRA,twh,1.727951202036141e-05
eu_import,climate_neutrality,2050,GBR,twh,0.006689396032613446
eu_import,climate_neutrality,2050,GRC,twh,2.5838952137295655e-05
eu_import,climate_neutrality,2050,HRV,twh,1.6483676544791795e-05
eu_import,climate_neutrality,2050,HUN,twh,4.2774845725309606e-06
eu_import,climate_neutrality,2050,ITA,twh,0.0003025949249515615
eu_import,climate_neutrality,2050,NLD,twh,0.029486606781739463
eu_import,climate_neutrality,2050,ROU,twh,4.747766107374785e-06
eu_import,climate_neutrality,2050,SWE,twh,0.0004902432778819595
hp,climate_neutrality,2050,AUT,twh,0.004790128211602089
hp,climate_neutrality,2050,BEL,twh,0.0077716681010856084
hp,climate_neutrality,2050,BGR,twh,0.0006305521811778981
hp,climate_neutrality,2050,CYP,twh,0.0004251253195471473
hp,climate_neutrality,2050,CZE,twh,0.004785743844879306
hp,climate_neutrality,2050,DEU,twh,0.05133895788218602
hp,climate_neutrality,2050,DNK,twh,0.0034413397752715335
hp,climate_neutrality,2050,ESP,twh,0.017007526921471516
hp,climate_neutrality,2050,EST,twh,0.00011748717966776181
hp,climate_neutrality,2050,FIN,twh,0.0036521732042184003
hp,climate_neutrality,2050,FRA,twh,0.04015088743958956
hp,climate_neutrality,2050,GBR,twh,0.04936748957018285
hp,climate_neutrality,2050,GRC,twh,0.0036694628004108275
hp,climate_neutrality,2050,HRV,twh,0.0013164435933790187
hp,climate_neutrality,2050,HUN,twh,0.0032006884799955964
hp,climate_neutrality,2050,IRL,twh,0.0034197320465503955
hp,climate_neutrality,2050,ITA,twh,0.03293770328428909
hp,climate_neutrality,2050,LTU,twh,0.0005076660308182079
hp,climate_neutrality,2050,LUX,twh,0.0005523158215328722
hp,climate_neutrality,2050,LVA,twh,7.861087055085159e-05
hp,climate_neutrality,2050,NLD,twh,0.012671676517103495
hp,climate_neutrality,2050,POL,twh,0.012430355706052342
hp,climate_neutrality,2050,PRT,twh,0.0034327205027477777
hp,climate_neutrality,2050,ROU,twh,0.002107820256920169
hp,climate_neutrality,2050,SVK,twh,0.0012566511941707196
hp,climate_neutrality,2050,SVN,twh,0.0002988107862949549
hp,climate_neutrality,2050,SWE,twh,0.0048290184727390155
electrolysis,climate_neutrality,2050,AUT,twh,0.00043626483342316957
electrolysis,climate_neutrality,2050,BEL,twh,6.151974673082358e-05
electrolysis,climate_neutrality,2050,BGR,twh,1.60629045073221e-05
electrolysis,climate_neutrality,2050,CYP,twh,0.0025758857665039657
electrolysis,climate_neutrality,2050,CZE,twh,0.00042442058914005
electrolysis,climate_neutrality,2050,DEU,twh,0.0015830551091388478
electrolysis,climate_neutrality,2050,DNK,twh,0.06161524438395335
electrolysis,climate_neutrality,2050,ESP,twh,0.0006359142030152753
electrolysis,climate_neutrality,2050,EST,twh,0.013399838214663323
electrolysis,climate_neutrality,2050,FIN,twh,2.3744763437143156e-05
electrolysis,climate_neutrality,2050,FRA,twh,0.00025559953844305356
electrolysis,climate_neutrality,2050,GBR,twh,0.1817692412312859
electrolysis,climate_neutrality,2050,GRC,twh,2.5850023094435772e-05
electrolysis,climate_neutrality,2050,HRV,twh,1.0394532920248542e-05
electrolysis,climate_neutrality,2050,HUN,twh,2.996014501664771e-05
electrolysis,climate_neutrality,2050,IRL,twh,0.08049725923338709
electrolysis,climate_neutrality,2050,ITA,twh,0.002096671261630075
electrolysis,climate_neutrality,2050,LTU,twh,7.846702974236931e-06
electrolysis,climate_neutrality,2050,LUX,twh,4.252375791807372e-06
electrolysis,climate_neutrality,2050,LVA,twh,1.4225960579360957e-05
electrolysis,climate_neutrality,2050,NLD,twh,1.802857691028547e-05
electrolysis,climate_neutrality,2050,POL,twh,8.270520432182244e-05
electrolysis,climate_neutrality,2050,PRT,twh,0.09192457762619516
electrolysis,climate_neutrality,2050,ROU,twh,0.03826134094125274
electrolysis,climate_neutrality,2050,SVK,twh,2.0553036268195178e-05
electrolysis,climate_neutrality,2050,SVN,twh,6.708215690333267e-06
electrolysis,climate_neutrality,2050,SWE,twh,0.009391916615049624
hydrogen_to_methane,climate_neutrality,2050,AUT,twh,0.0005151167610232386
hydrogen_to_methane,climate_neutrality,2050,BEL,twh,7.079122838865703e-05
hydrogen_to_methane,climate_neutrality,2050,BGR,twh,1.050285484162821e-05
hydrogen_to_methane,climate_neutrality,2050,CYP,twh,0.0014061407904685614
hydrogen_to_methane,climate_neutrality,2050,CZE,twh,0.0005067768297081306
hydrogen_to_methane,climate_neutrality,2050,DEU,twh,0.0018887916068418135
hydrogen_to_methane,climate_neutrality,2050,DNK,twh,0.04746301803083757
hydrogen_to_methane,climate_neutrality,2050,ESP,twh,0.0003863062520351551
hydrogen_to_methane,climate_neutrality,2050,EST,twh,0.0029492712653799466
hydrogen_to_methane,climate_neutrality,2050,FIN,twh,1.2344740591717512e-05
hydrogen_to_methane,climate_neutrality,2050,FRA,twh,0.0001692622283912885
hydrogen_to_methane,climate_neutrality,2050,GBR,twh,0.036011252513850574
hydrogen_to_methane,climate_neutrality,2050,GRC,twh,1.5451383570529026e-05
hydrogen_to_methane,climate_neutrality,2050,HRV,twh,7.431098779524478e-06
hydrogen_to_methane,climate_neutrality,2050,HUN,twh,2.727074257033848e-05
hydrogen_to_methane,climate_neutrality,2050,IRL,twh,0.02623359240752983
hydrogen_to_methane,climate_neutrality,2050,ITA,twh,0.002160139434927355
hydrogen_to_methane,climate_neutrality,2050,LTU,twh,4.683344979725213e-06
hydrogen_to_methane,climate_neutrality,2050,LUX,twh,2.348073292852885e-06
hydrogen_to_methane,climate_neutrality,2050,LVA,twh,6.9750392965592725e-06
hydrogen_to_methane,climate_neutrality,2050,NLD,twh,1.7297243893269845e-05
hydrogen_to_methane,climate_neutrality,2050,POL,twh,6.393408999332882e-05
hydrogen_to_methane,climate_neutrality,2050,PRT,twh,0.01524439479297885
hydrogen_to_methane,climate_neutrality,2050,ROU,twh,0.003411578845753133
hydrogen_to_methane,climate_neutrality,2050,SVK,twh,2.0608088532129866e-05
hydrogen_to_methane,climate_neutrality,2050,SVN,twh,3.1987468367509295e-06
hydrogen_to_methane,climate_neutrality,2050,SWE,twh,0.00037617564335430535
