scenario,year,region,unit,value
climate_neutrality,2050,AUT,billion_2015eur,0.0011034460687028747
climate_neutrality,2050,BEL,billion_2015eur,0.0003265845699450998
climate_neutrality,2050,BGR,billion_2015eur,0.0007257830606918968
climate_neutrality,2050,CYP,billion_2015eur,0.07329098529950961
climate_neutrality,2050,CZE,billion_2015eur,0.0006666029332664619
climate_neutrality,2050,DEU,billion_2015eur,0.0024684840597400197
climate_neutrality,2050,DNK,billion_2015eur,1.1603711508311465
climate_neutrality,2050,ESP,billion_2015eur,0.3732299963904041
climate_neutrality,2050,EST,billion_2015eur,0.8531309084597106
climate_neutrality,2050,FIN,billion_2015eur,0.0008889984956437593
climate_neutrality,2050,FRA,billion_2015eur,0.3955040483786374
climate_neutrality,2050,GBR,billion_2015eur,12.61978774796382
climate_neutrality,2050,GRC,billion_2015eur,0.000978685003409224
climate_neutrality,2050,HRV,billion_2015eur,0.00046007446491052245
climate_neutrality,2050,HUN,billion_2015eur,0.0007600765783911827
climate_neutrality,2050,IRL,billion_2015eur,3.0484515310078275
climate_neutrality,2050,ITA,billion_2015eur,0.8225751525010522
climate_neutrality,2050,LTU,billion_2015eur,0.00040430757445842876
climate_neutrality,2050,LUX,billion_2015eur,0.00016744647001920994
climate_neutrality,2050,LVA,billion_2015eur,0.0006516448351556443
climate_neutrality,2050,NLD,billion_2015eur,0.0003638303963087576
climate_neutrality,2050,POL,billion_2015eur,0.003215618554633282
climate_neutrality,2050,PRT,billion_2015eur,5.967284480661377
climate_neutrality,2050,ROU,billion_2015eur,2.2094242246181803
climate_neutrality,2050,SVK,billion_2015eur,0.00038352854590772924
climate_neutrality,2050,SVN,billion_2015eur,0.00047486577971535114
climate_neutrality,2050,SWE,billion_2015eur,0.47291007638350036
