technology,scenario,year,locs,unit,flow_out_sum
electrolysis,climate_neutrality,2050,BGR,twh,0.07460558302919675
electrolysis,climate_neutrality,2050,CYP,twh,9.915217591325355
electrolysis,climate_neutrality,2050,CZE,twh,1.6813881279514178
electrolysis,climate_neutrality,2050,DEU,twh,6.4434523660536875
electrolysis,climate_neutrality,2050,DNK,twh,245.16692857684714
electrolysis,climate_neutrality,2050,ESP,twh,13.15250686256278
electrolysis,climate_neutrality,2050,EST,twh,62.99260875316561
electrolysis,climate_neutrality,2050,FIN,twh,0.10754937864557859
electrolysis,climate_neutrality,2050,FRA,twh,13.628064127203233
electrolysis,climate_neutrality,2050,GBR,twh,896.1812635121776
electrolysis,climate_neutrality,2050,GRC,twh,0.12996634462933546
electrolysis,climate_neutrality,2050,HRV,twh,0.05180109711063684
electrolysis,climate_neutrality,2050,HUN,twh,0.13006080469282771
electrolysis,climate_neutrality,2050,IRL,twh,355.9436933000493
electrolysis,climate_neutrality,2050,ITA,twh,32.377408215488884
electrolysis,climate_neutrality,2050,LTU,twh,0.03855165598243937
electrolysis,climate_neutrality,2050,LUX,twh,0.022633235699089448
electrolysis,climate_neutrality,2050,LVA,twh,0.06901495931367055
electrolysis,climate_neutrality,2050,NLD,twh,0.08179688336040242
electrolysis,climate_neutrality,2050,POL,twh,0.3848648607554692
electrolysis,climate_neutrality,2050,PRT,twh,436.47664169000313
electrolysis,climate_neutrality,2050,ROU,twh,167.3945631293161
electrolysis,climate_neutrality,2050,SVK,twh,0.08867726080232982
electrolysis,climate_neutrality,2050,SVN,twh,0.03788124957131443
electrolysis,climate_neutrality,2050,SWE,twh,38.18588971655792
hydrogen_to_methane,climate_neutrality,2050,AUT,twh,1.965162648629594
hydrogen_to_methane,climate_neutrality,2050,BEL,twh,0.2880381909144718
hydrogen_to_methane,climate_neutrality,2050,BGR,twh,0.04434970301885922
hydrogen_to_methane,climate_neutrality,2050,CYP,twh,5.12352762520721
hydrogen_to_methane,climate_neutrality,2050,CZE,twh,1.9977304408585232
hydrogen_to_methane,climate_neutrality,2050,DEU,twh,7.651206750245601
hydrogen_to_methane,climate_neutrality,2050,DNK,twh,185.70855090307344
hydrogen_to_methane,climate_neutrality,2050,ESP,twh,1.581468840153895
hydrogen_to_methane,climate_neutrality,2050,EST,twh,10.803521014363673
hydrogen_to_methane,climate_neutrality,2050,FIN,twh,0.054517042546549065
hydrogen_to_methane,climate_neutrality,2050,FRA,twh,0.7619564609474303
hydrogen_to_methane,climate_neutrality,2050,GBR,twh,168.98227786415384
hydrogen_to_methane,climate_neutrality,2050,GRC,twh,0.07467571445056381
hydrogen_to_methane,climate_neutrality,2050,HRV,twh,0.03518369709068168
hydrogen_to_methane,climate_neutrality,2050,HUN,twh,0.10981674610451811
hydrogen_to_methane,climate_neutrality,2050,IRL,twh,130.36092560816124
hydrogen_to_methane,climate_neutrality,2050,ITA,twh,8.105514979859578
hydrogen_to_methane,climate_neutrality,2050,LTU,twh,0.02233368986096129
hydrogen_to_methane,climate_neutrality,2050,LUX,twh,0.0135576846456651
hydrogen_to_methane,climate_neutrality,2050,LVA,twh,0.030611541208474542
hydrogen_to_methane,climate_neutrality,2050,NLD,twh,0.07420330775278758
hydrogen_to_methane,climate_neutrality,2050,POL,twh,0.271172203348799
hydrogen_to_methane,climate_neutrality,2050,PRT,twh,55.86855399824508
hydrogen_to_methane,climate_neutrality,2050,ROU,twh,12.607261599844852
hydrogen_to_methane,climate_neutrality,2050,SVK,twh,0.08492587130149608
hydrogen_to_methane,climate_neutrality,2050,SVN,twh,0.017622856232455054
hydrogen_to_methane,climate_neutrality,2050,SWE,twh,1.3924728148490213
