technology,scenario,year,locs,unit,total_investment_cost
hydrogen_to_methane,climate_neutrality,2050,AUT,billion_2015eur,0.015167670995216449
hydrogen_to_methane,climate_neutrality,2050,BEL,billion_2015eur,0.0021399114706924104
hydrogen_to_methane,climate_neutrality,2050,BGR,billion_2015eur,0.0003850234745351191
hydrogen_to_methane,climate_neutrality,2050,CYP,billion_2015eur,0.04102031661625531
hydrogen_to_methane,climate_neutrality,2050,CZE,billion_2015eur,0.014809623483449514
hydrogen_to_methane,climate_neutrality,2050,DEU,billion_2015eur,0.055251493685282475
hydrogen_to_methane,climate_neutrality,2050,DNK,billion_2015eur,1.5262082531198837
hydrogen_to_methane,climate_neutrality,2050,ESP,billion_2015eur,0.01301863084127007
hydrogen_to_methane,climate_neutrality,2050,EST,billion_2015eur,0.085222263187159
hydrogen_to_methane,climate_neutrality,2050,FIN,billion_2015eur,0.0004968164171589643
hydrogen_to_methane,climate_neutrality,2050,FRA,billion_2015eur,0.006456269772007367
hydrogen_to_methane,climate_neutrality,2050,GBR,billion_2015eur,1.375820307412392
hydrogen_to_methane,climate_neutrality,2050,GRC,billion_2015eur,0.0006831772464100805
hydrogen_to_methane,climate_neutrality,2050,HRV,billion_2015eur,0.0003175521413234634
hydrogen_to_methane,climate_neutrality,2050,HUN,billion_2015eur,0.0009010934682744977
hydrogen_to_methane,climate_neutrality,2050,IRL,billion_2015eur,1.1118797217422185
hydrogen_to_methane,climate_neutrality,2050,ITA,billion_2015eur,0.06449235355126974
hydrogen_to_methane,climate_neutrality,2050,LTU,billion_2015eur,0.0002157726296659462
hydrogen_to_methane,climate_neutrality,2050,LUX,billion_2015eur,0.00015463391574626058
hydrogen_to_methane,climate_neutrality,2050,LVA,billion_2015eur,0.0002796430889584264
hydrogen_to_methane,climate_neutrality,2050,NLD,billion_2015eur,0.0006098380845072126
hydrogen_to_methane,climate_neutrality,2050,POL,billion_2015eur,0.0023245834221617494
hydrogen_to_methane,climate_neutrality,2050,PRT,billion_2015eur,0.44026601930806736
hydrogen_to_methane,climate_neutrality,2050,ROU,billion_2015eur,0.09871973472559399
hydrogen_to_methane,climate_neutrality,2050,SVK,billion_2015eur,0.0006831335993711123
hydrogen_to_methane,climate_neutrality,2050,SVN,billion_2015eur,0.00018370005927996973
hydrogen_to_methane,climate_neutrality,2050,SWE,billion_2015eur,0.011143185330710379
